message,actual_sarcasm,predicted_sarcasm,sarcasm_confidence,actual_sentiment
aaj ek random balloon sky mein disappear ho gaya,False,True,0.8874,Neutral
ek little kid apni cycle pe full confidence se ja raha tha 😂,True,False,0.7443,Positive
aaj park mein log badminton se zyada arguments kar rahe the 😭,True,False,0.7997,Negative
bhai ek uncle morning walk ko military training bana rahe the,True,False,0.9968,Positive
park mein ek kid ne bubbles se pura area cover kar diya,True,False,0.9973,Positive
bhai kisi ne park bench pe pura snack setup bana rakha tha 😂,True,False,0.9803,Neutral
ek kid apni kite ke peeche full speed bhaag raha tha 😭,True,False,0.9936,Positive
bhai kisi ne cycle pe itna huge basket laga rakha hai 😂,True,False,0.9147,Neutral
aaj morning walkers ka group surprisingly energetic tha,True,False,0.9423,Positive
bhai fountain ke paas pigeons ki meeting chal rahi thi 😂,True,False,0.9119,Neutral
park mein sunset dekhna unexpectedly nice tha,False,True,0.656,Positive
bhai morning walk ke naam pe log gossip kar rahe the 😭,True,False,0.9506,Negative
aaj ek random coupon mil gaya aur actually useful nikla,False,True,0.8162,Positive
bhai coupon use karne gaya aur expire ho chuka tha 😂,True,False,0.9719,Negative
"offer dekh ke laga useful hai, terms padhi toh nahi tha 😂",True,False,0.9059,Negative
bhai reward points ka value dekh ke emotional damage hua 😭,True,False,0.8338,Negative
aaj ek free sample ke liye unnecessary excitement ho gayi,True,False,0.5698,Positive
bhai discount ka benefit lene gaya aur extra hi spend kar diya,True,False,0.9985,Negative
loyalty points unexpectedly enough ho gaye,False,True,0.9505,Positive
offer itna complicated tha ki lene ka mann hi chala gaya 😭,True,False,0.6258,Negative
free delivery dekh ke order finally reasonable laga,True,False,0.6236,Positive
bhai rewards system samajhne ke liye degree chahiye,True,False,0.9946,Negative
aaj random handwritten sign dekha aur hasi aa gayi,True,False,0.9968,Positive
bhai kisi ne wall pe spelling mistake ke saath motivational quote likha 😂,True,False,0.9434,Negative
aaj ek funny typo ne pura meaning change kar diya 😭,True,False,0.9758,Negative
bhai notice board pe kisi ne doodle bana diya,True,False,0.9988,Positive
bhai kisi ne wall pe “smile” likha aur side mein sad face bana diya 😭,True,False,0.958,Neutral
random graffiti actually artistic lag rahi thi,False,True,0.6507,Positive
bhai typo itna funny tha ki photo le li 😂,True,False,0.9834,Positive
kisi ne tiny sticker se pura sign decorate kar diya,True,False,0.9985,Positive
ek wall painting unexpectedly beautiful thi,False,True,0.9814,Positive
mujhe random signs read karne ki weird habit hai 😂,True,False,0.7168,Neutral
bhai kisi ne warning ko poetry bana diya 😭,True,False,0.9836,Positive
random graffiti mein surprisingly deep message tha,False,True,0.99,Positive
Train 40 min late hai apparently,False,True,0.8569,Negative
Window seat mili finallyyy 🥹,False,True,0.9837,Positive
Bhai boarding pass screenshot kar lena zaroori hai kya?,False,True,0.8969,Neutral
Mera luggage mujhse zyada travel kar raha hai,True,False,0.9973,Negative
Metro mein aaj surprisingly jagah mil gayi,False,True,0.9897,Positive
Flight mein mere side wala banda already so gaya,False,True,0.9989,Neutral
Metro mein ek baccha mujhse zyada confident hai 😂,True,False,0.8999,Positive
Hotel ka room photos se thoda alag hai 🙂,True,False,0.9937,Negative
Balcony se view actually worth it tha,False,True,0.9558,Positive
Hotel mein hair dryer hai but kettle nahi 😭,False,True,0.7802,Negative
Guys breakfast timing kitni hai?,False,True,0.9759,Neutral
Hotel lift mein 14 buttons kyun hain bhai,False,True,0.8985,Neutral
Room service wale ne extra towel de diya 😂,False,True,0.9969,Positive
Bhai minibar dekhna bhi financially dangerous hai,True,False,0.998,Negative
Guys checkout kab hai exactly?,False,True,0.806,Neutral
Reception se extra blanket mangwa du?,False,True,0.9941,Neutral
Online order finally aa gaya,False,True,0.9894,Positive
Guys mera parcel kisi aur building mein deliver ho gaya 😭,False,True,0.9152,Negative
Yaar wrong size aa gaya,False,True,0.98,Negative
Return request daal du kya?,False,True,0.9888,Neutral
Parcel kholne mein hi excitement ho rahi hai,False,True,0.8223,Positive
Finally replacement approve ho gaya,False,True,0.9869,Positive
Mera parcel aaj expected tha apparently,False,True,0.9906,Negative
Bhai packaging mein aadha cardboard hi nikla,True,False,0.9954,Negative
Guys ye wala colour better lag raha hai kya?,False,True,0.9196,Neutral
"Discount dekh ke order kar diya, ab reason nahi pata",True,False,0.9982,Positive
Bhai customer care se baat karna hi actual challenge hai,True,False,0.9952,Negative
Order cancel kiya aur phir notification aaya shipped 😂,True,False,0.985,Negative
Bhai box pe fragile likha hai aur condition dekh 😭,True,False,0.9945,Negative
Yaha weather ekdum unpredictable hai,False,True,0.9988,Negative
Subah sunny tha ab full dark ho gaya,False,True,0.8802,Neutral
Guys umbrella leke jaana ya rehne du?,False,True,0.9938,Neutral
Bhai baarish exactly ghar se nikalte time start hui,True,False,0.9987,Negative
Bhai itni humidity mein hair ka koi future nahi,True,False,0.9943,Negative
Clouds bilkul movie scene jaise lag rahe,False,True,0.9985,Positive
Weather finally bearable ho gaya,False,True,0.9574,Positive
Aaj stars surprisingly visible hain,False,True,0.8837,Positive
Bhai baarish ko timing naam ki koi cheez nahi pata,True,False,0.999,Negative
"Weather app bol raha hai clear sky, bahar dekh toh 😭",True,False,0.9818,Negative
Bhai yaha fog mein saamne wala building bhi missing hai,True,False,0.9982,Negative
Raincoat pehna aur baarish ruk gayi 🙂,True,False,0.9979,Negative
Guys spoiler mat dena please,False,True,0.9985,Neutral
Ye scene unnecessary emotional tha yaar 😭,False,True,0.7229,Negative
Bhai soundtrack hi movie se better hai,True,False,0.9978,Positive
Movie slow hai but visuals crazy hain,False,True,0.7545,Positive
Guys seat mere naam se reserve hai kya?,False,True,0.8306,Neutral
Ye plot twist toh bilkul nahi expect kiya,False,True,0.991,Positive
Ending thodi rushed nahi lagi?,False,True,0.9954,Negative
Guys ye documentary surprisingly interesting hai,False,True,0.9992,Positive
Movie mein background music unnecessarily loud tha,False,True,0.818,Negative
Guys playlist mein kuch fresh songs daalo,False,True,0.883,Neutral
Ye instrumental part actually beautiful hai,False,True,0.9848,Positive
Guys concert tickets kab release honge?,False,True,0.9954,Neutral
Main podcast sunte sunte walk pe nikal gaya,False,True,0.6532,Positive
Bhai narrator ki voice suspiciously calming hai,False,True,0.6607,Positive
Bhai guest ne answer dene mein pura essay likh diya 😂,True,False,0.9745,Negative
Ye episode kaafi wholesome tha,False,True,0.5274,Positive
Ye episode surprisingly short tha,False,True,0.9945,Positive
Bhai ball literally roof pe chali gayi 😭,False,True,0.5061,Negative
Guys ground wet hai ya playable?,False,True,0.9981,Neutral
Bhai goalkeeper banne ka punishment mujhe hi kyun,True,False,0.9991,Negative
Aaj opponent surprisingly strong tha,False,True,0.8877,Neutral
Match haar gaye but game solid tha,False,True,0.7094,Positive
Guys next round kab hai?,False,True,0.928,Neutral
Ye level unnecessarily difficult hai,False,True,0.9967,Negative
Guys online aa jao squad incomplete hai,False,True,0.9913,Neutral
Bhai game start hote hi internet ne dhoka de diya,True,False,0.9985,Negative
Aaj finally woh achievement unlock hui,False,True,0.528,Positive
"Bhai main rage quit nahi kar raha, tactical exit hai",True,False,0.9986,Negative
Ye game unexpectedly addictive hai,False,True,0.9253,Positive
Aaj gaming se zyada settings explore ki 😂,True,False,0.9514,Negative
Bhai photo mein background mein kya aa gaya 😭,False,True,0.7193,Negative
Guys ye picture accidentally kaafi achhi aa gayi,False,True,0.6751,Positive
Ye angle better hai ya second wala?,False,True,0.9944,Neutral
Bhai meri photo mein main hi blur hu 😂,True,False,0.9701,Negative
Ye reflection shot surprisingly nice aa gaya,False,True,0.9993,Positive
Aaj clouds ka photo unnecessarily aesthetic hai,False,True,0.7279,Positive
Bhai yaha bargaining literally mandatory hai,False,True,0.9968,Neutral
Bhai seller ne price sunaya aur main bas smile kar diya 😂,True,False,0.9551,Negative
Ye handmade jewellery kaafi pretty hai,False,True,0.8488,Positive
Ye street market unexpectedly cheap hai,False,True,0.6448,Positive
Guys evening mein wapas chale?,False,True,0.9958,Neutral
Bhai costumes genuinely amazing the,False,True,0.995,Positive
Guys food stalls pe insane queue hai,False,True,0.9688,Negative
Ye traditional instrument ki sound alag hi hai,False,True,0.7689,Positive
Guys lanterns dekhe? 🥹,False,True,0.7259,Positive
Festival mein sab log itne colourful dressed hain,False,True,0.7846,Positive
Bhai traditional dance steps samajhne ki koshish mat karna 😭,True,False,0.9931,Negative
Guys crowd mein saath rehna please,False,True,0.5749,Neutral
Guys ye sauce kaafi spicy hai,False,True,0.9014,Negative
Ye dish expected se completely different nikli,False,True,0.9989,Neutral
Bhai chopsticks ke saath meri izzat khatam ho gayi 😭,True,False,0.992,Negative
Taste thoda unusual hai but not bad,False,True,0.5768,Positive
Guys vegetarian option konsa hai?,False,True,0.8404,Neutral
Bhai sauce ne pura dish hijack kar liya 😂,True,False,0.9916,Negative
Ye noodles unexpectedly spicy nikle,False,True,0.9982,Negative
Ye pastry actually worth the hype thi,False,True,0.9989,Positive
Guys ye phrase ka actual meaning kya hai?,False,True,0.9904,Neutral
Bhai translation app ne aur confuse kar diya 😂,True,False,0.9628,Negative
Ye accent sunne mein kaafi nice hai,False,True,0.9887,Positive
Ye word same hai but pronunciation different hai,False,True,0.9794,Neutral
Aaj language barrier surprisingly manageable tha,False,True,0.9144,Positive
Bhai subtitles ne meri jaan bacha li,True,False,0.9987,Positive
Guys ye sign kis language mein hai?,False,True,0.9988,Neutral
Guys ye link open ho raha hai kya?,False,True,0.9274,Neutral
Bhai mera screen randomly freeze ho gaya,False,True,0.7214,Negative
Guys backup hua tha kya?,False,True,0.9975,Neutral
Bhai update install hone mein century lag rahi,True,False,0.9964,Negative
Aaj internet ne surprisingly cooperate kiya,True,False,0.9962,Positive
Guys old notebooks bhi donate ho sakte hain kya?,False,True,0.8301,Neutral
Guys water bottles le aana for everyone,False,True,0.9971,Neutral
Bhai clay mere haath se zyada floor pe hai 😭,True,False,0.952,Negative
"Ye craft tutorial easy bola tha, jhoot tha 😭",True,False,0.9819,Negative
Guys pottery class ka timing confirm hai?,False,True,0.7661,Neutral
Bhai mera first attempt surprisingly decent tha,False,True,0.8845,Positive
Bhai creativity ke naam pe maine pura table ganda kar diya,True,False,0.9974,Negative
Bhai dog ne mera sandwich dekh ke friendship propose kar di 😂,True,False,0.9013,Positive
Bhai cat ne mujhe ignore karke bag ko attention di 😂,True,False,0.9704,Negative
Guys ye puppy kitna tiny hai yaar 🥹,False,True,0.9656,Positive
Bhai pigeon ne mujhe personally target kar liya lagta hai,True,False,0.9983,Negative
Guys animal rescue wale aa gaye kya?,False,True,0.5901,Neutral
"Bhai cat ko box chahiye tha, obviously 😂",True,False,0.5808,Positive
Guys menu mein kuch samajh nahi aa raha,False,True,0.9083,Negative
Guys yaha music surprisingly good hai,False,True,0.9984,Positive
Kisi ko astronomy mein interest hai?,False,True,0.6277,Neutral
Bhai aaj meteor shower visible hai apparently,False,True,0.8208,Positive
Guys telescope arrange ho sakta hai kya?,False,True,0.9985,Neutral
Guys sky map app useful hai kya?,False,True,0.9816,Neutral
Guys planet identify karne ka koi easy way hai?,False,True,0.7617,Neutral
Guys meteor shower ka peak kab hai?,False,True,0.9528,Neutral
Bhai astronomy surprisingly addictive hai,False,True,0.987,Positive
Guys qualifying kab hai?,False,True,0.9991,Neutral
Bhai pit stop literally blink karte miss ho gaya,False,True,0.6212,Neutral
Guys cricket ke alawa koi sport bhi dekhta hai kya 😂,True,False,0.9963,Neutral
Guys badminton final start hua kya?,False,True,0.867,Neutral
Bhai match ka ending script se likha hua lag raha tha,True,False,0.9986,Positive
"Bhai seller ne bola rare piece hai, pata nahi 😂",True,False,0.836,Neutral
Yaha old vinyl records mil rahe hain,False,True,0.9312,Positive
Bhai thrift store ka fitting room suspiciously tiny hai,False,True,0.7561,Negative
Guys next stall pe vinyl collection hai,False,True,0.6115,Positive
Bhai mera alarm weekend pe bhi baj gaya 😂,True,False,0.9905,Negative
Bhai time zones ne mera brain fry kar diya,True,False,0.995,Negative
Guys calendar invite ka time wrong toh nahi hai?,False,True,0.9654,Neutral
Aaj pura din Monday jaisa feel ho raha,True,False,0.9984,Negative
Bhai weekend literally blink karke chala gaya,True,False,0.9943,Negative
Guys next month ka first day kya hai?,False,True,0.8258,Neutral
Bhai calendar reminder ne mujhe unnecessarily dara diya 😂,True,False,0.9752,Negative
"Wah bhai kya timing hai, jaise duniya isi moment ka wait kar rahi thi 😂",True,False,0.5411,Positive
"Tu bas advice deta reh, follow karne ka kaam koi aur kar lega 😭",True,False,0.9827,Negative
"Wah kya discovery hai, mujhe bhi ab pata chala main zinda hu",True,False,0.9989,Positive
"Kya confidence hai bhai, facts se koi lena dena hi nahi",True,False,0.9967,Negative
"Bilkul sahi, galat hone ka bhi apna standard hota hai 😂",True,False,0.994,Negative
"Mujhe laga normal answer milega, meri hi galti thi",True,False,0.9966,Negative
Tumhare plans dekh ke calendar bhi resign kar de,True,False,0.9971,Negative
Bhai tu logic ko personally offend karke aata hai kya,True,False,0.997,Negative
"Tu rehne de, universe already enough problems handle kar raha hai",True,False,0.9775,Negative
"Wah bhai, bina context ke conclusion bhi nikal diya",True,False,0.8992,Negative
Tumne jo suggest kiya uske baad mujhe silence meaningful lagne laga,True,False,0.9987,Negative
Bhai tumse argue karna matlab WiFi ko convince karna,True,False,0.9991,Negative
Tumhara plan sunke backup plan ne khud bana liya backup,True,False,0.9989,Negative
"Wah, itni certainty galat answer mein bhi kaise aa jati hai",True,False,0.9462,Negative
"Koi baat nahi, mistakes bhi toh personality develop karti hain",True,False,0.9979,Positive
Bhai tumhari timing ko award milna chahiye,True,False,0.998,Positive
"Exactly, ab isi ke baad life sorted ho jayegi obviously",True,False,0.7719,Positive
"Kya scene hai, chaos ko bhi direction mil gayi",True,False,0.9543,Negative
Tumhare bina shayad ye problem simple reh jaati,True,False,0.998,Negative
Bhai tera confidence dekh ke facts insecure ho gaye,True,False,0.9982,Positive
"Kya strategy hai, opponent bhi confuse ho gaya hoga",True,False,0.5117,Positive
Tumne simple question ka documentary bana diya,True,False,0.9971,Negative
"Great, ab mujhe ye bhi seekhna padega",True,False,0.9985,Negative
Bhai tumhara logic apni hi duniya mein rehta hai,True,False,0.9979,Negative
"Bilkul, aur kuch productive bhi nahi karna tha waise",True,False,0.9903,Negative
Mere phone ki battery mujhse zyada emotionally unstable hai 😭,True,False,0.5737,Negative
Phone ne update ke baad decide kiya ki ab woh mujhe tolerate nahi karega,True,False,0.9983,Negative
Camera ne aaj decide kiya ki photos optional hain,True,False,0.9962,Negative
"Bluetooth connect ho gaya, aaj technology ne mujhe respect diya",True,False,0.9981,Positive
"Wah battery 100%, abhi dekhna 20 min mein 60 ho jayegi",True,False,0.8295,Negative
"Phone hang nahi hua, bas spiritual pause le raha hai",True,False,0.5686,Negative
Password yaad nahi but confidence hai ki kahin likha hoga,False,True,0.7,Neutral
Phone ne face recognition se bhi mujhe reject kar diya 😭,True,False,0.9335,Negative
"Internet full bars dikha raha hai, service bas imagination mein hai",True,False,0.595,Negative
"Battery saver on kar diya, ab phone mujhe hi save kar raha",True,False,0.9989,Positive
Update install hone mein itna time laga ki season change ho gaya,True,False,0.9977,Negative
"Great, charging cable ne bhi aaj leave le li",True,False,0.978,Negative
Laptop fan itna loud hai lagta hai takeoff karega,True,False,0.997,Negative
"Wah kya fast internet hai, page abhi bhi loading pe hai",True,False,0.9946,Negative
Camera lens clean kiya aur pata chala problem meri photography thi,True,False,0.9986,Negative
"Haan backup le raha hu, hopefully phone bhi cooperate kare",False,True,0.757,Neutral
App ka new design dekh ke old version ki respect badh gayi,True,False,0.9939,Negative
Notification itni aayi ki phone ne mujhe social life de di,True,False,0.9945,Positive
Aaj traffic itna smooth tha ki mujhe doubt ho gaya,True,False,0.9962,Positive
"Google Maps ne bola 20 min, road ne bola good luck",True,False,0.9847,Negative
Wah signal green hote hi sabko yaad aa gaya race karni hai,True,False,0.9987,Negative
Driver ne shortcut liya aur ab hum geography explore kar rahe hain,True,False,0.997,Negative
Road pe itne potholes hain ki free roller coaster mil raha,True,False,0.9552,Negative
Traffic police ko dekhte hi sab suddenly disciplined citizens ban gaye,True,False,0.9803,Positive
Cab location dekh ke lag raha driver parallel universe mein hai,True,False,0.9937,Negative
Signal pe 120 second wait karke life ke decisions reconsider kar liye,True,False,0.9861,Negative
Auto wale ne destination sunke expression hi change kar diya,True,False,0.9943,Negative
GPS ne mujhe ek aisi gali dikha di jo existence mein bhi doubtful hai,True,False,0.997,Negative
Bhai driver ka confidence dekh ke map uninstall karne ka mann hua,True,False,0.9899,Negative
Aaj traffic ne personal development karwa diya,True,False,0.9979,Negative
"Road pe sabko urgent hai, bas mujhe chhod ke",True,False,0.9988,Negative
Parking ke liye itna ghooma ki petrol hi destination ban gaya,True,False,0.9956,Negative
"Delivery status bol raha hai nearby, bhai kaha nearby",True,False,0.9957,Negative
Box khola aur andar hawa premium quality ki thi,True,False,0.9981,Negative
Packaging itni secure thi ki product nikalna mission ban gaya,True,False,0.9979,Negative
"Haan size chart follow kiya tha, apparently chart hi galat tha",True,False,0.8421,Negative
Return policy padh ke laga PhD karni padegi,True,False,0.9983,Negative
Product photo aur actual item ki long-distance relationship hai,True,False,0.9605,Negative
"Parcel wrong address pe gaya, adventure successful raha",True,False,0.9959,Negative
Tracking update 3 din se same jagah meditation kar raha,True,False,0.9989,Negative
"Box pe fragile likha tha, apparently decorative tha",True,False,0.5396,Negative
"Wah colour bilkul same hai, bas naam bhi different hai",True,False,0.7893,Negative
"Product finally mila, ab dekhte hain regret kitna hota hai",True,False,0.9914,Negative
Order cancel kar diya aur uske baad dispatch notification aa gaya,True,False,0.9981,Negative
"Great service, mujhe bas service milni baaki hai",True,False,0.9983,Negative
Parcel kholne ke baad packing se zyada disappointment nikla,True,False,0.9985,Negative
"Restaurant ne table 10 min mein bola, hum 35 min se khade hain",True,False,0.9771,Negative
Wah menu itna bada hai ki decision abhi retirement le raha,True,False,0.9988,Negative
Bill dekh ke food ka taste retrospectively change ho gaya,True,False,0.9513,Negative
"Restaurant ka ambience mast hai, bas khana bhi mil jaye",True,False,0.9983,Negative
Wah complimentary water ke saath complimentary wait bhi mil raha,True,False,0.9983,Negative
Menu mein 17 types hain aur mujhe same cheez chahiye thi,True,False,0.9987,Neutral
Food photo aur actual plate ka breakup ho chuka hai,True,False,0.884,Negative
Restaurant itna aesthetic hai ki khana secondary lag raha,True,False,0.9976,Positive
Bhai bill split karte karte friendship test ho gaya,True,False,0.9917,Negative
"Food aane mein bas “thoda” time laga, 50 min ka",True,False,0.9865,Negative
Portion dekh ke lag raha starter ne main course ko replace kar diya,True,False,0.9953,Negative
Restaurant ka fan mujhse zyada hawa de raha,True,False,0.9978,Negative
"Great, bill mein woh item bhi hai jo order hi nahi kiya",True,False,0.9902,Negative
Food ka wait itna tha ki bhook ne resignation de diya,True,False,0.9982,Negative
Airport pe security line dekh ke vacation ka excitement revise ho gaya,True,False,0.9865,Negative
"Flight delay hua, airport explore karne ka free opportunity mil gaya",True,False,0.9952,Negative
Boarding start hone se pehle hi announcement 4 baar ho gaya,True,False,0.9948,Negative
Flight mein legroom itna hai ki knees ko new address chahiye,True,False,0.7837,Negative
Seat recline karte hi peeche wale ki friendship khatam,True,False,0.9984,Negative
Airport food ka bill dekh ke ticket cheap lagne laga,True,False,0.9974,Negative
Flight announcement samajhne ke liye subtitles chahiye,True,False,0.996,Negative
"Gate change hua, steps count bhi increase ho gaye",True,False,0.992,Negative
"Plane mein baby nahi ro raha, aaj universe kind hai",True,False,0.9825,Positive
"Airport pe 30 min walk ke baad gate mil gaya, treasure unlocked",True,False,0.8599,Positive
"Hotel room ka view mast hai, bas construction site bhi visible hai",True,False,0.9941,Negative
"Room key kaam nahi kar rahi, hotel ne escape room bana diya",True,False,0.9971,Negative
"Hotel breakfast mein options hain, bas edible kya hai samajh nahi aa raha",True,False,0.9951,Negative
Shower ka control NASA training ke bina nahi samajh aata,True,False,0.9971,Negative
"Wah checkout 11 baje, sleep schedule ka best friend",True,False,0.9291,Negative
Hotel lift itni slow hai ki stairs philosophical option lagne lage,True,False,0.9975,Negative
"Balcony se view beautiful hai, mosquitoes bhi agree karte hain",True,False,0.9632,Positive
Hotel ka carpet dekh ke lag raha hai history yahin hui thi,True,False,0.9981,Negative
Wah complimentary shampoo ka size dekh ke hair bhi emotional ho gaye,True,False,0.9961,Positive
"Weather app ne bola sunny, sky ne personally disagree kiya",True,False,0.992,Negative
Umbrella ghar pe chhodna aur clouds ko invite karna same thing hai,True,False,0.9895,Negative
Aaj humidity ne hairstyle ko officially cancel kar diya,True,False,0.9897,Negative
Weather itna confused hai ki forecast bhi guess kar raha,True,False,0.9855,Negative
Baarish 5 min ke liye aayi aur pura road flood kar gayi,True,False,0.9978,Negative
Wah thunder ne free concert start kar diya,True,False,0.9914,Negative
"Aaj hawa achhi chal rahi, nature ne mercy dikha di",True,False,0.9984,Positive
"Clouds dekh ke laga rain aayegi, bas clouds hi aaye",True,False,0.9973,Neutral
Baarish rukte hi main nikla aur phir start ho gayi,True,False,0.9991,Negative
Weather app ko mere plans personally pasand nahi,True,False,0.5222,Negative
Wah fog itni hai ki saamne ka building bhi surprise hai,True,False,0.9988,Negative
Aaj sun ne full attendance lagayi hai,True,False,0.9987,Negative
"Raincoat pehna aur sky clear, classic",True,False,0.7657,Negative
Weather ne aaj mood swings ka demo diya,True,False,0.998,Negative
"Sunset genuinely beautiful tha, no sarcasm today",False,True,0.9876,Positive
"Wah movie ka ending, meri expectations ko finally hurt kar diya",True,False,0.9771,Negative
"Trailer dekh ke laga masterpiece, movie ne reality check de diya",True,False,0.9985,Negative
"Movie 3 ghante ki thi, patience 1 ghante ka",True,False,0.9978,Negative
Credits aaye aur mujhe laga ab actual movie start hogi,True,False,0.9989,Negative
Hero ne decision liya aur sabki problems double ho gayi,True,False,0.9963,Negative
Background music ne scene se zyada acting kar li,True,False,0.9945,Positive
Movie ka logic dekh ke physics ne resignation de diya,True,False,0.997,Negative
"Theatre mein ek banda pura dialogue pehle bol raha tha, complimentary subtitles",True,False,0.9872,Negative
Wah popcorn ka price dekh ke movie free lagne lagi,True,False,0.997,Negative
Ending itni open hai ki ab audience hi writer hai,True,False,0.9007,Neutral
"Movie slow nahi thi, bas time ko respect kar rahi thi",True,False,0.9973,Negative
Trailer mein jo best scene tha woh movie mein 8 seconds ka tha,True,False,0.9829,Negative
Movie dekh ke ek hi thought aaya: subtitles better story suna rahe,True,False,0.9928,Negative
Song itna catchy hai ki ab brain rent maang raha,True,False,0.998,Positive
"Music video mein story dhoondhne gaya tha, fashion show mil gaya",True,False,0.9983,Neutral
Wah remix ne original ko bhi confuse kar diya,True,False,0.9985,Negative
Playlist shuffle ne exactly woh song play kiya jo skip karna tha,True,False,0.9984,Negative
"Bhai algorithm mujhe mujhse zyada jaanta hai, scary hai",True,False,0.9945,Positive
Concert mein sound itna loud tha ki thoughts bhi vibrate kar rahe,True,False,0.997,Negative
Song ka chorus 20 baar sunne ke baad bhi irritatingly good hai,True,False,0.999,Positive
"Haan headphones charge karna bhool gaya, music ka era khatam",True,False,0.9789,Negative
"Music app ne meri mood ke according sad song chala diya, thank you",True,False,0.9976,Negative
Wah live version ne studio version ko unnecessary insecure kar diya,True,False,0.8827,Positive
Lyrics simple hain but dimag mein permanent tenancy le li,True,False,0.6525,Positive
Concert ka crowd genuinely insane tha,False,True,0.5808,Positive
Internet ne exactly meeting ke time decide kiya ki enough ho gaya,True,False,0.9868,Negative
WiFi speed itni fast hai ki page next century mein load hoga,True,False,0.9631,Negative
"Internet provider ko call kiya, unhone bola restart karo, revolutionary advice",True,False,0.9947,Negative
Wah ping itna high hai ki packet shayad vacation pe gaya,True,False,0.9904,Negative
"Internet finally aaya, ab kaam khatam ho chuka",True,False,0.9866,Positive
"Printer ne page print kar diya, technology ne aaj support kiya",True,False,0.998,Positive
"Ink full thi, printer ne decide kiya black invisible hai",True,False,0.9879,Negative
Scanner ne document ko abstract art bana diya,True,False,0.9934,Negative
"File save ki thi, software ne save ko optional samjha",True,False,0.9968,Negative
"Haan computer restart kar diya, ab problem bhi restart ho gayi",True,False,0.7722,Negative
"Keyboard ka ek key hi kaam nahi kar raha, baaki sabka confidence high hai",True,False,0.9986,Negative
Printer ka paper jam exactly first page pe hua,True,False,0.9695,Negative
Wah technology ne mujhe phir humble kar diya,True,False,0.999,Negative
"Chess mein first move hi galat kar diya, strong strategy",True,False,0.9903,Negative
Game start hua aur meri internet speed ne retirement le li,True,False,0.9713,Negative
Opponent ka aim dekh ke lag raha training nahi future vision hai,True,False,0.9985,Positive
"Game mein lag ho raha, character mere instructions ko philosophical suggestion samajh raha",True,False,0.998,Negative
"Great, server ne mujhe match ke beech mein disconnect kiya",True,False,0.967,Negative
"Game ka tutorial 40 min ka tha, game 20 min ka",True,False,0.9986,Negative
"Opponent ne mujhe hara diya, ab respect automatically generate ho gayi",True,False,0.9958,Positive
"Haan strategy simple thi, bas mere dimaag ko samajh nahi aayi",True,False,0.7872,Negative
Character itna customize kiya ki actual game khelna bhool gaya,True,False,0.9989,Neutral
"Aaj gaming session productive tha, 6 ghante kaise nikle pata nahi",True,False,0.9983,Positive
Game ka difficulty level dekh ke ego personally hurt ho gayi,True,False,0.942,Negative
"Team ne bola easy match hai, humne obviously maan liya",True,False,0.9875,Negative
Final score dekh ke lag raha tha game ne humpe personal case kiya,True,False,0.9989,Negative
Photo itni blurry hai ki memory hi mystery ban gayi,True,False,0.7692,Negative
Camera ne meri best angle discover karne se refuse kar diya,True,False,0.9977,Negative
Photo click karte hi bird ne decide kiya flight important hai,True,False,0.9956,Negative
Wah selfie camera ne aaj honesty dikhayi,True,False,0.9987,Negative
Photo mein background mujhse zyada photogenic hai,True,False,0.973,Negative
Camera roll dekh ke lag raha hai main professional photographer hu,True,False,0.9978,Positive
Lighting ne mujhe personally betray kiya,True,False,0.9907,Negative
Seller ne price bola aur meri negotiating skills ghar chali gayi,True,False,0.9973,Negative
"Market mein har shop wale ko pata hai mujhe kya chahiye, mujhe nahi",True,False,0.9991,Neutral
Bargaining mein 20 rupees bacha ke khud ko billionaire feel kar raha,True,False,0.997,Positive
Seller ka confidence dekh ke mujhe bhi product lena pad gaya,True,False,0.9968,Positive
"Market mein bas ek cheez lene gaya tha, story alag ho gayi",True,False,0.9962,Negative
Bhai bargaining karte karte seller ka birthday bhi pata chal gaya,True,False,0.9987,Positive
Market mein direction naam ki koi facility nahi hai,True,False,0.7894,Negative
"Seller ne bola original hai, packaging ne kuch aur bola",True,False,0.9922,Negative
Shopkeeper ne mujhe dekh ke tourist ka label laga diya,True,False,0.9981,Neutral
Market se nikla aur pata chala wallet halka ho gaya,True,False,0.999,Negative
Weather ke saath umbrella ka relationship toxic hai,True,False,0.6804,Negative
Baarish ne meri shoes ko swimming training de di,True,False,0.9948,Negative
Clouds ne full buildup diya aur ending cancel kar di,True,False,0.983,Neutral
Wah sunlight ne aaj direct personal attack kiya,True,False,0.9981,Negative
"Fog mein drive karna, visibility ko optional samajhna hai",True,False,0.9961,Negative
Rain ke baad humidity ne final boss entry le li,True,False,0.9868,Negative
"Aaj hawa chal rahi thi, nature ne apology accept kar li",True,False,0.9988,Positive
Weather app aur reality ka breakup official hai,True,False,0.9951,Negative
Thunder itna loud tha ki neighbours bhi weather update ban gaye,True,False,0.9963,Negative
Sun ne clouds ko hata ke full spotlight mujhe de di,True,False,0.998,Negative
Weather ne aaj exactly woh kiya jo plans ke against tha,True,False,0.9986,Negative
Raincoat pehna aur rain ne personal respect de di,True,False,0.9931,Positive
"Aaj weather unpredictable nahi, openly chaotic hai",True,False,0.6349,Negative
Wah ticket price dekh ke event already entertaining lag raha,True,False,0.9971,Negative
"Event start hone ka time tha, organisers abhi aa rahe",True,False,0.9978,Negative
